TIMESTAMP,STATION,TLFM1HR,TLFM10HR,TLFM100HR,TLFM1000HR,MP,XH,IC,KBDI,SC,EC,BI,LR,LO,HR,HO,FL,HRB,WDY,MSGC,FW13_NUM
2019-09-25 23:00:00,Manhattan,12.57,12.37,18,20,4,20,6.1,4,1.3,18.8,13.2,0,0,0,0,9,91.4,99,16,142202
2019-09-26 00:00:00,Manhattan,12.8,12.75,18,20,4,20,6.6,4,1.7,18.7,14.8,0,0,0,0,11,91.4,99,16,142202
2019-09-26 01:00:00,Manhattan,13.56,13.12,18,20,4,20,4.2,3,1.1,18,11.8,0,0,0,0,8,91.4,99,16,142202
2019-09-26 02:00:00,Manhattan,14.88,13.53,18,20,4,20,3,3,1.1,17.2,11.7,0,0,0,0,8,91.4,99,16,142202
2019-09-26 03:00:00,Manhattan,15.83,14.11,18,20,4,20,2.2,2,1,16.7,10.9,0,0,0,0,8,91.4,99,16,142202
2019-09-26 04:00:00,Manhattan,16.03,14.84,19,20,4,20,2.2,2,1,16.2,11,0,0,0,0,8,91.4,99,16,142202
2019-09-26 05:00:00,Manhattan,16.08,15.55,19,20,4,20,2.1,2,1,16,11,0,0,0,0,8,91.4,99,16,142202
2019-09-26 06:00:00,Manhattan,16.25,16.19,18,20,4,20,2,2,1,15.8,10.8,0,0,0,0,8,91.4,99,16,142202
2019-09-26 07:00:00,Manhattan,16.07,16.71,18,20,4,20,2,2,1,16.1,10.6,0,0,0,0,8,91.4,99,16,142202
2019-09-26 08:00:00,Manhattan,15.49,16.54,18,20,4,20,2.9,2,1.3,16.4,12.2,0,0,0,0,9,91.4,99,16,142202
2019-09-26 09:00:00,Manhattan,13.91,16.54,18,20,4,20,4.8,3,1.5,17.2,13.4,0,0,0,0,10,91.4,99,16,142202
2019-09-26 10:00:00,Manhattan,12.18,15.68,18,20,4,20,7.7,4,1.6,18.4,14.3,0,0,0,0,10,91.4,99,16,142202
2019-09-26 11:00:00,Manhattan,10.79,14.64,18,20,4,20,10.5,5,1.7,19.4,15,0,0,0,0,11,91.4,99,16,142202
2019-09-26 12:00:00,Manhattan,9.66,13.66,18,20,4,20,14.5,5,1.9,20.3,16.3,0,0,0,0,12,91.4,99,16,142202
2019-09-26 13:00:00,Manhattan,8.74,12.61,18,20,4,-100,17.1,6,1.8,21.3,16.3,0,0,0,0,12,87.8,97,16,142202
2019-09-26 14:00:00,Manhattan,8.17,11.7,17,20,4,20,20.4,7,2.1,22.2,17.6,0,0,0,0,12,87.8,97,16,142202
2019-09-26 15:00:00,Manhattan,8,11,17,20,4,20,21.9,8,2.3,22.8,18.7,0,0,0,0,13,87.8,97,16,142202
2019-09-26 16:00:00,Manhattan,8.59,10.63,17,20,4,20,18.4,9,2.1,22.9,17.7,0,0,0,0,13,87.8,97,16,142202
2019-09-26 17:00:00,Manhattan,9.19,10.59,17,19,4,19,16,8,2,22.9,17.4,0,0,0,0,12,87.8,97,16,142202
2019-09-26 18:00:00,Manhattan,10,10.62,17,19,4,19,12.2,8,1.6,22.7,15.7,0,0,0,0,11,87.8,97,16,142202
2019-09-26 19:00:00,Manhattan,11.24,10.53,17,19,4,19,9.3,7,1.5,22.3,15.2,0,0,0,0,11,87.8,97,16,142202
2019-09-26 20:00:00,Manhattan,12.75,10.93,17,20,4,20,6,6,1.2,20.8,13.3,0,0,0,0,9,87.8,97,16,142202
2019-09-26 21:00:00,Manhattan,14.15,11.79,17,20,4,20,5.1,6,1.6,19.9,14.9,0,0,0,0,11,87.8,97,16,142202
2019-09-26 22:00:00,Manhattan,15.14,13.14,17,20,4,20,4.1,6,1.7,19.1,15,0,0,0,0,11,87.8,97,16,142202
2019-09-26 23:00:00,Manhattan,15.97,14.74,17,20,4,20,3.3,6,1.8,18.1,15,0,0,0,0,11,87.8,97,16,142202
2019-09-27 00:00:00,Manhattan,16.69,16.47,17,20,4,20,2.9,6,2.1,17,15.4,0,0,0,0,11,87.8,97,16,142202
2019-09-27 01:00:00,Manhattan,17.7,18.46,17,20,4,20,1.8,6,1.5,15.9,12.8,0,0,0,0,9,87.8,97,16,142202
2019-09-27 02:00:00,Manhattan,19.17,20.64,17,20,4,20,0.9,6,1.2,14.7,11.1,0,0,0,0,8,87.8,97,16,142202
2019-09-27 03:00:00,Manhattan,20.18,22.51,17,20,4,20,0.6,5,1.2,13.8,11,0,0,0,0,8,87.8,97,16,142202
2019-09-27 04:00:00,Manhattan,20.18,24.04,17,20,4,20,0.6,5,1.1,13.3,10.4,0,0,0,0,7,87.8,97,16,142202
2019-09-27 05:00:00,Manhattan,19.42,25.29,17,20,4,20,1.1,5,1.7,13,12.5,0,0,0,0,9,87.8,97,16,142202
2019-09-27 06:00:00,Manhattan,18.27,26.15,17,20,4,20,1.6,6,1.6,12.8,12.2,0,0,0,0,9,87.8,97,16,142202
2019-09-27 07:00:00,Manhattan,17.21,26.02,18,20,4,20,2.1,7,1.4,13.1,11.3,0,0,0,0,8,87.8,97,16,142202
2019-09-27 08:00:00,Manhattan,16.13,24.93,18,20,4,20,3.1,7,1.6,13.9,12.5,0,0,0,0,9,87.8,97,16,142202
2019-09-27 09:00:00,Manhattan,14.74,23.1,18,20,4,20,4.9,8,1.7,15.3,13.6,0,0,0,0,10,87.8,97,16,142202
2019-09-27 10:00:00,Manhattan,13.13,20.91,18,20,4,20,8.2,10,2.2,16.2,15.6,0,0,0,0,11,87.8,97,16,142202
2019-09-27 11:00:00,Manhattan,11.65,18.76,18,19,4,19,12.2,11,2.5,17.9,17.5,0,0,0,0,12,87.8,97,16,142202
2019-09-27 12:00:00,Manhattan,10.43,16.83,18,19,4,19,14.7,13,2.3,19.2,17,0,0,0,0,12,87.8,97,16,142202
2019-09-27 13:00:00,Manhattan,9.48,15.16,19,19,4,-100,17.4,15,2.1,20.2,17,0,0,0,0,12,94.1,101,16,142202
2019-09-27 14:00:00,Manhattan,8.8,13.81,18,19,4,19,20,17,2.2,21.1,17.6,0,0,0,0,13,94.1,101,16,142202
2019-09-27 15:00:00,Manhattan,9.17,12.88,18,19,4,19,19.9,18,2.6,21.6,19.2,0,0,0,0,14,94.1,101,16,142202
2019-09-27 16:00:00,Manhattan,10.52,12.23,18,19,4,19,15.3,17,2.7,21.6,19.4,0,0,0,0,14,94.1,101,16,142202
2019-09-27 17:00:00,Manhattan,11.5,11.88,17,19,4,19,10.8,13,2,21.6,16.9,0,0,0,0,12,94.1,101,16,142202
2019-09-27 18:00:00,Manhattan,12.81,11.96,17,19,4,19,8.4,11,2.3,21.2,17.8,0,0,0,0,13,94.1,101,16,142202
2019-09-27 19:00:00,Manhattan,14.38,12.2,17,19,4,19,5.5,11,2.1,20.1,16.9,0,0,0,0,12,94.1,101,16,142202
2019-09-27 20:00:00,Manhattan,15.54,13.2,18,19,4,19,3.7,8,1.8,19.2,15.5,0,0,0,0,11,94.1,101,16,142202
2019-09-27 21:00:00,Manhattan,15.82,14.67,17,19,4,19,3.2,6,1.7,18.6,14.6,0,0,0,0,10,94.1,101,16,142202
2019-09-27 22:00:00,Manhattan,15.89,15.89,18,19,4,19,3.4,5,2,17.9,15.5,0,0,0,0,11,94.1,101,16,142202
2019-09-27 23:00:00,Manhattan,15.89,16.86,18,19,4,19,2.9,4,1.5,17.7,13.6,0,0,0,0,10,94.1,101,16,142202
2019-09-28 00:00:00,Manhattan,15.69,17.57,18,19,4,19,3.3,4,1.7,17.5,14.2,0,0,0,0,10,94.1,101,16,142202
2019-09-28 01:00:00,Manhattan,15.2,18.02,17,19,4,19,4.3,4,2.2,17.6,16.2,0,0,0,0,12,94.1,101,16,142202
2019-09-28 02:00:00,Manhattan,14.77,18.13,17,19,4,19,4.9,4,2.5,17.8,17.1,0,0,0,0,12,94.1,101,16,142202
2019-09-28 03:00:00,Manhattan,15.93,18.22,17,19,4,19,3.2,4,2.1,17.3,15.8,0,0,0,0,11,94.1,101,16,142202
2019-09-28 04:00:00,Manhattan,17.34,18.57,17,19,4,19,2,3,2,16.6,14.9,0,0,0,0,11,94.1,101,16,142202
2019-09-28 05:00:00,Manhattan,17.74,19.14,18,19,4,19,1.6,3,1.6,16,13.4,0,0,0,0,9,94.1,101,16,142202
2019-09-28 06:00:00,Manhattan,18.08,19.75,18,19,4,19,1.3,2,1.3,15.6,12,0,0,0,0,8,94.1,101,16,142202
2019-09-28 07:00:00,Manhattan,18.95,20.35,18,19,4,19,0.9,2,1.3,15,11.8,0,0,0,0,8,94.1,101,16,142202
2019-09-28 08:00:00,Manhattan,19.39,20.85,18,19,4,19,0.8,2,1.4,14.5,11.9,0,0,0,0,8,94.1,101,16,142202
2019-09-28 09:00:00,Manhattan,19.3,21.11,18,19,4,19,0.8,2,1.2,14.4,11.4,0,0,0,0,8,94.1,101,16,142202
2019-09-28 10:00:00,Manhattan,19.09,21,19,19,4,19,0.9,2,1.4,14.5,12,0,0,0,0,9,94.1,101,16,142202
2019-09-28 11:00:00,Manhattan,18.81,20.93,19,19,4,19,0.9,2,1.2,14.4,11.1,0,0,0,0,8,94.1,101,16,142202
2019-09-28 12:00:00,Manhattan,18.94,20.86,19,19,4,19,0.8,2,1.1,14.1,10.5,0,0,0,0,7,94.1,101,16,142202
2019-09-28 13:00:00,Manhattan,33.97,21.53,19,19,4,-100,0,3,0,8.4,0,0,0,0,0,0,90.1,98,16,142202
2019-09-28 14:00:00,Manhattan,34.95,25.23,20,19,4,19,0,2,0,6.9,0,0,0,0,0,0,90.1,98,16,142202
2019-09-28 15:00:00,Manhattan,31.18,27.54,20,19,4,19,0,2,0,7.4,0,0,0,0,0,0,90.1,98,16,142202
2019-09-28 16:00:00,Manhattan,31,28.38,20,19,4,19,0,2,0,7.2,0,0,0,0,0,0,90.1,98,16,142202
2019-09-28 17:00:00,Manhattan,30.99,28.96,20,19,4,19,0,2,0,6.9,0,0,0,0,0,0,90.1,98,16,142202
2019-09-28 18:00:00,Manhattan,30.99,29.37,21,19,4,19,0,2,0,6.6,0,0,0,0,0,0,90.1,98,16,142202
2019-09-28 19:00:00,Manhattan,30.99,29.66,21,19,4,19,0,2,0,6.4,0,0,0,0,0,0,90.1,98,16,142202
2019-09-28 20:00:00,Manhattan,33.53,29.87,21,19,4,19,0,2,0,5.3,0,0,0,0,0,0,90.1,98,16,142202
2019-09-28 21:00:00,Manhattan,33.53,30.02,22,19,4,19,0,3,0,5.2,0,0,0,0,0,0,90.1,98,16,142202
2019-09-28 22:00:00,Manhattan,33.53,30.14,22,19,4,19,0,3,0,5,0,0,0,0,0,0,90.1,98,16,142202
2019-09-28 23:00:00,Manhattan,33.53,30.22,22,19,4,19,0,3,0,4.8,0,0,0,0,0,0,90.1,98,16,142202
2019-09-29 00:00:00,Manhattan,33.53,30.28,23,19,4,19,0,3,0,4.6,0,0,0,0,0,0,90.1,98,16,142202
2019-09-29 01:00:00,Manhattan,33.53,30.32,23,19,4,19,0,3,0,4.4,0,0,0,0,0,0,90.1,98,16,142202
2019-09-29 02:00:00,Manhattan,34.95,30.79,23,19,4,19,0,3,0,3.6,0,0,0,0,0,0,90.1,98,16,142202
2019-09-29 03:00:00,Manhattan,35,31.88,24,19,4,19,0,4,0,3.1,0,0,0,0,0,0,90.1,98,16,142202
2019-09-29 04:00:00,Manhattan,35,31.88,24,19,4,19,0,4,0,3.1,0,0,0,0,0,0,90.1,98,16,142202
2019-09-29 05:00:00,Manhattan,35,31.88,24,19,4,19,0,4,0,3.1,0,0,0,0,0,0,90.1,98,16,142202
2019-09-29 06:00:00,Manhattan,33.54,31.88,24,19,4,19,0,5,0,3.6,0,0,0,0,0,0,90.1,98,16,142202
2019-09-29 07:00:00,Manhattan,29.43,31.88,24,19,4,19,0,6,0,4.9,0,0,0,0,0,0,90.1,98,16,142202
2019-09-29 08:00:00,Manhattan,26.95,31.65,24,19,4,19,0,6,0,5.8,0,0,0,0,0,0,90.1,98,16,142202
2019-09-29 09:00:00,Manhattan,23.41,31.48,24,19,4,19,0,7,0.2,6.7,3.8,0,0,0,0,3,90.1,98,16,142202
2019-09-29 10:00:00,Manhattan,19.8,28.9,24,19,4,19,0.7,9,0.8,8.9,7.3,0,0,0,0,5,90.1,98,16,142202
2019-09-29 11:00:00,Manhattan,16.89,25.59,24,20,4,20,2.2,10,1,10.3,8.9,0,0,0,0,6,90.1,98,16,142202
2019-09-29 12:00:00,Manhattan,14.65,22.75,24,19,4,19,4.5,12,1.3,12.4,10.7,0,0,0,0,8,90.1,98,16,142202
2019-09-29 13:00:00,Manhattan,13.02,20.41,24,20,4,-100,10.2,13,3.1,13.4,16.6,0,0,0,0,12,96.4,102,16,142202
2019-09-29 14:00:00,Manhattan,12.05,18.61,25,20,4,20,8.5,14,1.4,13.6,11.9,0,0,0,0,8,96.4,102,16,142202
2019-09-29 15:00:00,Manhattan,11.55,17.31,24,20,4,20,9.8,14,1.6,14.1,12.5,0,0,0,0,9,96.4,102,16,142202
2019-09-29 16:00:00,Manhattan,11.39,16.21,23,20,4,20,9.9,14,1.5,14.8,12.6,0,0,0,0,9,96.4,102,16,142202
2019-09-29 17:00:00,Manhattan,12.04,15.51,23,20,4,20,8.4,14,1.5,15.3,12.7,0,0,0,0,9,96.4,102,16,142202
2019-09-29 18:00:00,Manhattan,13.31,15.35,23,21,4,21,6,13,1.3,14,11.6,0,0,0,0,8,96.4,102,16,142202
2019-09-29 19:00:00,Manhattan,14.94,15.44,23,21,4,21,3.8,11,1.2,12.6,10.5,0,0,0,0,7,96.4,102,16,142202
2019-09-29 20:00:00,Manhattan,16.49,16.85,23,21,4,21,2.4,10,1.1,11.2,9.6,0,0,0,0,7,96.4,102,16,142202
2019-09-29 21:00:00,Manhattan,17.48,19.33,23,21,4,21,1.7,9,1,10,8.7,0,0,0,0,6,96.4,102,16,142202
2019-09-29 22:00:00,Manhattan,17.86,21.46,23,21,4,21,1.5,8,1,9.3,8.5,0,0,0,0,6,96.4,102,16,142202
2019-09-29 23:00:00,Manhattan,17.92,23.16,23,21,4,21,1.5,8,1,8.8,8.2,0,0,0,0,6,96.4,102,16,142202
2019-09-30 00:00:00,Manhattan,17.86,24.5,23,21,4,21,1.5,8,1,8.4,7.9,0,0,0,0,6,96.4,102,16,142202
2019-09-30 01:00:00,Manhattan,17.67,25.57,23,21,4,21,1.6,8,1,8.2,8,0,0,0,0,6,96.4,102,16,142202
2019-09-30 02:00:00,Manhattan,17.37,26.43,23,21,4,21,2.5,8,2.1,8,11,0,0,0,0,8,96.4,102,16,142202
2019-09-30 03:00:00,Manhattan,17.01,27.03,23,21,4,21,2.6,8,1.8,8,10.3,0,0,0,0,7,96.4,102,16,142202
2019-09-30 04:00:00,Manhattan,16.75,27.13,23,21,4,21,2.9,8,2,8.1,10.8,0,0,0,0,8,96.4,102,16,142202
2019-09-30 05:00:00,Manhattan,16.57,27.11,23,21,4,21,2.8,8,1.7,8,10,0,0,0,0,7,96.4,102,16,142202
2019-09-30 06:00:00,Manhattan,16.42,26.87,23,21,4,21,2.9,8,1.7,8,10,0,0,0,0,7,96.4,102,16,142202
2019-09-30 07:00:00,Manhattan,16.11,26.35,23,22,4,21,3.4,8,1.9,8.2,10.6,0,0,0,0,8,96.4,102,16,142202
2019-09-30 08:00:00,Manhattan,15.45,25.13,23,21,4,21,4.8,8,2.5,9.3,12.8,0,0,0,0,9,96.4,102,16,142202
2019-09-30 09:00:00,Manhattan,14.41,23.23,23,21,4,21,6.1,8,2.3,10.2,12.8,0,0,0,0,9,96.4,102,16,142202
2019-09-30 10:00:00,Manhattan,13.36,21.26,23,21,4,21,9,10,3,11.1,15.1,0,0,0,0,11,96.4,102,16,142202
2019-09-30 11:00:00,Manhattan,12.33,19.44,23,21,4,21,11.9,11,3.1,12.4,16.2,0,0,0,0,11,96.4,102,16,142202
2019-09-30 12:00:00,Manhattan,11.18,17.48,23,21,4,21,15.5,14,3.3,13.3,17.1,0,0,0,0,12,96.4,102,16,142202
2019-09-30 13:00:00,Manhattan,10.36,15.88,22,21,4,-100,16.4,16,2.7,14.7,16.3,0,0,0,0,12,95,101,16,142202
2019-09-30 14:00:00,Manhattan,9.92,14.77,22,21,4,21,21,17,3.7,15.4,19.4,0,0,0,0,14,95,101,16,142202
